time,open,high,low,close,"INDIAVIX, NSE: Open","INDIAVIX, NSE: High","INDIAVIX, NSE: Low","INDIAVIX, NSE: Close",Volume,Volume MA
1514778300,10531.7,10537.85,10423.1,10435.55,12.67,13.6125,12.545,13.3525,NaN,NaN
1514864700,10477.55,10495.2,10404.65,10442.2,13.3525,13.8425,12.605,13.685,NaN,NaN
1514951100,10482.65,10503.6,10429.55,10443.2,13.685,13.715,12.765,13.6225,NaN,NaN
1515037500,10469.4,10513,10441.45,10504.8,13.6225,13.7925,12.1825,13.415,NaN,NaN
1515123900,10534.25,10566.1,10520.1,10558.85,13.415,13.415,12.42,13.1125,NaN,NaN
1515383100,10591.7,10631.2,10588.55,10623.6,13.1125,13.855,11.8125,13.735,NaN,NaN
1515469500,10645.1,10659.15,10603.6,10637,13.735,14.13,12.25,13.8475,NaN,NaN
1515555900,10652.05,10655.5,10592.7,10632.2,13.8475,14.2275,12.5175,14.035,NaN,NaN
1515642300,10637.05,10664.6,10612.35,10651.2,14.035,14.2775,12.985,14.0125,NaN,NaN
1515728700,10682.55,10690.4,10597.1,10681.25,14.0125,14.5525,11.92,13.7325,NaN,NaN
1515987900,10718.5,10782.65,10713.8,10741.55,13.7325,14.475,11.8125,14.305,NaN,NaN
1516074300,10761.5,10762.35,10687.85,10700.45,14.305,14.585,12.3475,14.085,NaN,NaN
1516160700,10702.45,10803,10666.75,10788.55,14.085,14.445,10.345,13.86,NaN,NaN
1516247100,10873.4,10887.5,10782.4,10817,13.86,14.22,11.655,13.96,NaN,NaN
1516333500,10829.2,10906.85,10793.9,10894.7,13.96,14.195,10.75,13.9825,NaN,NaN
1516592700,10883.2,10975.1,10881.4,10966.2,13.9825,15.59,12.0675,15.3925,NaN,NaN
1516679100,10997.4,11092.9,10994.55,11083.7,15.3925,16.297501,14.11,16.225,NaN,NaN
1516765500,11069.35,11110.1,11046.15,11086,16.225,18.495001,14.64,18.040001,NaN,NaN
1516851900,11095.6,11095.6,11009.2,11069.65,18.040001,18.235001,17.035,17.5075,NaN,NaN
1517197500,11079.35,11171.55,11075.95,11130.4,17.5075,18.485001,16.362499,17.887501,NaN,NaN
1517283900,11120.85,11121.1,11033.9,11049.65,17.887501,18.004999,16.15,16.415001,NaN,NaN
1517370300,11018.8,11058.5,10979.3,11027.7,16.415001,16.415001,14.2875,15.93,NaN,NaN
1517456700,11044.55,11117.35,10878.8,11016.9,15.93,16.772499,13.9025,14.1075,NaN,NaN
1517543100,10938.2,10954.95,10736.1,10760.6,14.1075,15.49,11.4975,15.25,NaN,NaN
1517802300,10604.3,10702.75,10586.8,10666.55,15.25,18.334999,15.08,16.0525,NaN,NaN
1517888700,10295.15,10594.15,10276.3,10498.25,16.0525,23.157499,16.0525,20.014999,NaN,NaN
1517975100,10607.2,10614,10446.4,10476.7,20.014999,20.014999,16.797501,19.465,NaN,NaN
1518061500,10518.5,10637.8,10479.55,10576.85,19.465,24.035,15.2625,17.772499,NaN,NaN
1518147900,10416.5,10480.2,10398.2,10454.95,17.772499,20.422501,15.15,19.23,NaN,NaN
1518407100,10518.2,10555.5,10485.4,10539.75,19.23,19.23,16.567499,17.8825,NaN,NaN
1518579900,10585.75,10590.55,10456.65,10500.9,17.8825,17.8825,15.52,17.184999,NaN,NaN
1518666300,10537.9,10618.1,10511.05,10545.5,17.184999,17.184999,14.085,16.315001,NaN,NaN
1518752700,10596.2,10612.9,10434.05,10452.3,16.315001,16.9725,12.57,16.377501,NaN,NaN
1519011900,10488.9,10489.35,10302.75,10378.4,16.377501,18.035,13.955,16.6675,NaN,NaN
1519098300,10391,10429.35,10347.65,10360.4,16.6675,17.5375,16.327499,16.8675,NaN,NaN
1519184700,10426,10426.1,10349.6,10397.45,16.8675,16.870001,15.725,15.92,NaN,NaN
1519271100,10354.35,10397.55,10340.65,10382.7,15.92,16.4575,14.5025,14.8325,NaN,NaN
1519357500,10408.1,10499.1,10396.65,10491.05,14.8325,14.8325,13.535,14.2025,NaN,NaN
1519616700,10526.55,10592.95,10520.2,10582.6,14.2025,14.325,13.53,13.695,NaN,NaN
1519703100,10615.2,10631.65,10537.25,10554.3,13.695,14.4225,12.4475,13.9225,NaN,NaN
1519789500,10488.95,10535.5,10461.55,10492.85,13.9225,14.4,12.525,13.805,NaN,NaN
1519875900,10479.95,10525.5,10447.15,10458.35,13.805,14.2525,12.405,14.0725,NaN,NaN
1520221500,10428.3,10428.7,10323.9,10358.85,14.0725,15.99,12.2325,15.395,NaN,NaN
1520307900,10420.5,10441.35,10215.9,10249.25,15.395,16.4475,13.16,16.245001,NaN,NaN
1520394300,10232.95,10243.35,10141.55,10154.2,16.245001,16.459999,13.4475,15.7,NaN,NaN
1520480700,10216.25,10270.35,10146.4,10242.65,15.7,15.7,12.485,14.585,NaN,NaN
1520567100,10271.3,10296.7,10211.9,10226.85,14.585,14.7625,12.905,14.525,NaN,NaN
1520826300,10301.6,10433.65,10295.45,10421.4,14.525,14.6625,12.01,14.4925,NaN,NaN
1520912700,10389.5,10478.6,10377.85,10426.85,14.4925,14.62,12.3875,14.4625,NaN,NaN
1520999100,10393.05,10420.35,10336.3,10410.9,14.4625,14.9525,11.735,14.3625,NaN,NaN
1521085500,10405.45,10420,10346.2,10360.15,14.3625,14.655,11.295,14.33,NaN,NaN
1521171900,10345.15,10346.3,10180.25,10195.15,14.33,15.6225,11.6325,15.22,NaN,NaN
1521431100,10215.35,10224.55,10075.3,10094.25,15.22,16.01,13.1425,15.82,NaN,NaN
1521517500,10051.55,10155.65,10049.1,10124.35,15.82,16.125,15.17,15.6075,NaN,NaN
1521603900,10181.95,10227.3,10132.95,10155.25,15.6075,15.6075,12.3925,15.1075,NaN,NaN
1521690300,10167.5,10207.85,10105.4,10114.75,15.1075,15.3625,11.99,15.2475,NaN,NaN
1521776700,9968.7998,10027.7,9951.9004,9998.0498,15.2475,16.379999,15.2475,15.545,NaN,NaN
1522035900,9989.1504,10143.5,9958.5498,10130.65,15.545,16.3825,14.8575,15.195,NaN,NaN
1522122300,10188,10207.9,10139.65,10184.15,15.195,16.1075,14.495,15.55,NaN,NaN
1522208700,10143.6,10158.35,10096.9,10113.7,15.55,15.97,14.8175,15.7575,NaN,NaN
1522640700,10151.65,10220.1,10127.75,10211.8,15.7575,16.450001,15.1975,15.3475,NaN,NaN
1522727100,10186.85,10255.35,10171.05,10245,15.3475,15.775,14.8775,15.185,NaN,NaN
1522813500,10274.6,10279.85,10111.3,10128.4,15.185,16.485001,13.6825,16.34,NaN,NaN
1522899900,10228.45,10331.8,10227.45,10325.15,16.34,16.34,13.8625,14.7975,NaN,NaN
1522986300,10322.75,10350.45,10290.85,10331.6,14.7975,15.155,13.01,14.7475,NaN,NaN
1523245500,10333.7,10397.7,10328.5,10379.35,14.7475,15.1375,14.46,14.8675,NaN,NaN
1523331900,10412.9,10424.85,10381.5,10402.25,14.8675,14.8675,14.005,14.4975,NaN,NaN
1523418300,10428.15,10428.15,10355.6,10417.15,14.4975,14.9075,12.74,14.72,NaN,NaN
1523504700,10410.65,10469.9,10395.25,10458.65,14.72,14.9925,11.8075,14.56,NaN,NaN
1523591100,10495.3,10519.9,10451.45,10480.6,14.56,14.56,13.45,14.14,NaN,NaN
1523850300,10398.3,10540.15,10396.35,10528.35,14.14,14.8625,13.41,14.26,NaN,NaN
1523936700,10557.3,10560.45,10495.65,10548.7,14.26,14.3975,13.3475,14.0425,NaN,NaN
1524023100,10578.9,10594.2,10509.7,10526.2,14.0425,14.3675,13.165,14.11,NaN,NaN
1524109500,10563.65,10572.2,10546.2,10565.3,14.11,14.11,12.5025,13.7475,NaN,NaN
1524195900,10560.35,10582.35,10527.45,10564.05,13.7475,13.765,9.7425003,12.9375,NaN,NaN
1524455100,10592.8,10638.35,10514.95,10584.7,12.9375,13.4925,11.53,13.145,NaN,NaN
1524541500,10578.1,10636.8,10569,10614.35,13.145,13.3875,11.4875,11.895,NaN,NaN
1524627900,10612.4,10612.6,10536.45,10570.55,11.895,13.315,11.895,12.395,NaN,NaN
1524714300,10586.5,10628.4,10559.65,10617.8,12.395,13.58,11.7425,12.0375,NaN,NaN
1524800700,10651.65,10719.8,10647.55,10692.3,12.0375,12.6325,11.4375,12.0175,NaN,NaN
1525059900,10705.75,10759,10704.6,10739.35,12.0175,12.5525,12.0175,12.3625,NaN,NaN
1525232700,10783.85,10784.65,10689.8,10718.05,12.3625,13.1975,12.3625,12.84,NaN,NaN
1525319100,10720.15,10720.6,10647.45,10679.65,12.84,13.2075,12.47,12.985,NaN,NaN
1525405500,10700.45,10700.45,10601.6,10618.25,12.985,13.455,10.9875,13.25,NaN,NaN
1525664700,10653.15,10725.65,10635.65,10715.5,13.25,13.9625,12.8275,13.76,NaN,NaN
1525751100,10757.9,10758.55,10689.4,10717.8,13.76,14.435,11.0925,14.055,NaN,NaN
1525837500,10693.35,10766.25,10689.85,10741.7,14.055,14.5575,12.1225,14.2725,NaN,NaN
1525923900,10779.65,10785.55,10705,10716.55,14.2725,14.65,12.5625,14.425,NaN,NaN
1526010300,10741.95,10812.05,10724.45,10806.5,14.425,14.82,13.0025,13.9775,NaN,NaN
1526269500,10815.15,10834.85,10774.75,10806.6,13.9775,14.4975,12.1075,14.245,NaN,NaN
1526355900,10812.6,10929.2,10781.4,10801.85,14.245,14.245,11.4875,13.165,NaN,NaN
1526442300,10751.95,10790.45,10699.7,10741.1,13.165,13.645,10.855,13.435,NaN,NaN
1526528700,10775.6,10777.25,10664.5,10682.7,13.435,13.68,11.09,13.4075,NaN,NaN
1526615100,10671.85,10674.95,10589.1,10596.4,13.4075,14.3525,11.6125,14.15,NaN,NaN
1526874300,10616.7,10621.7,10505.8,10516.7,14.15,14.5375,11.755,14.41,NaN,NaN
1526960700,10518.45,10558.6,10490.55,10536.7,14.41,14.41,11.745,13.6025,NaN,NaN
1527047100,10521.1,10533.55,10417.8,10430.35,13.6025,14.9425,11.8825,14.1575,NaN,NaN
1527133500,10464.85,10535.15,10419.8,10513.85,14.1575,14.2225,10.8975,13.145,NaN,NaN
1527219900,10533.05,10628.05,10524,10605.15,13.145,13.17,11.0025,12.645,NaN,NaN
1527479100,10648.35,10709.8,10640.55,10688.65,12.645,13.1475,11.3475,13.055,NaN,NaN
1527565500,10689.4,10717.25,10616.1,10633.3,13.055,13.8675,11.975,13.07,NaN,NaN
1527651900,10579,10648.7,10558.45,10614.35,13.07,13.85,12.1825,13.41,NaN,NaN
1527738300,10670.1,10763.8,10620.4,10736.15,13.41,14.2325,12.1325,13.2225,NaN,NaN
1527824700,10738.45,10764.75,10681.5,10696.2,13.2225,14.59,12.1575,13.57,NaN,NaN
1528083900,10765.95,10770.3,10618.35,10628.5,13.57,15.47,12.1825,13.8825,NaN,NaN
1528170300,10630.7,10633.15,10550.9,10593.15,13.8825,14.49,13.1325,13.315,NaN,NaN
1528256700,10603.45,10698.35,10587.5,10684.65,13.315,13.51,12.1475,12.55,NaN,NaN
1528343100,10722.6,10818,10722.6,10768.35,12.55,13.65,11.6125,12.7775,NaN,NaN
1528429500,10736.4,10779.45,10709.05,10767.65,12.7775,13.1675,10.8025,12.6975,NaN,NaN
1528688700,10781.85,10850.55,10777.05,10786.95,12.6975,13.82,11.3225,13.18,NaN,NaN
1528775100,10816.15,10856.55,10789.4,10842.85,13.18,13.8975,10.445,12.73,NaN,NaN
1528861500,10887.5,10893.25,10842.65,10856.7,12.73,13.14,11.22,12.635,NaN,NaN
1528947900,10832.9,10833.7,10773.55,10808.05,12.635,12.635,10.43,12.095,NaN,NaN
1529034300,10808.65,10834,10755.4,10817.7,12.095,12.5075,10.495,12.07,NaN,NaN
1529293500,10830.2,10830.2,10787.35,10799.85,12.07,12.55,9.8249998,12.38,NaN,NaN
1529379900,10789.45,10789.45,10701.2,10710.45,12.38,13,11.4775,12.92,NaN,NaN
1529466300,10734.65,10781.8,10724.05,10772.05,12.92,12.92,10.6075,12.1725,NaN,NaN
1529552700,10808.45,10809.6,10725.9,10741.1,12.1725,12.59,10.91,12.4475,NaN,NaN
1529639100,10742.7,10837,10710.45,10821.85,12.4475,12.5425,10.3925,12.0225,NaN,NaN
1529898300,10822.9,10831.05,10753.05,10762.45,12.0225,12.7775,9.7399998,12.5825,NaN,NaN
1529984700,10742.7,10805.25,10732.55,10769.15,12.5825,12.97,12.3325,12.7975,NaN,NaN
1530071100,10785.5,10785.5,10652.4,10671.4,12.7975,13.8125,12.085,13.51,NaN,NaN
1530157500,10660.8,10674.2,10557.7,10589.1,13.51,14.075,12.52,13.9475,NaN,NaN
1530243900,10612.85,10723.05,10612.35,10714.3,13.9475,13.9475,12.6325,12.9375,NaN,NaN
1530503100,10732.35,10736.15,10604.65,10657.3,12.9375,13.9425,12.465,13.37,NaN,NaN
1530589500,10668.6,10713.3,10630.25,10699.9,13.37,13.7525,12.1875,13,NaN,NaN
1530675900,10715,10777.15,10677.75,10769.9,13,13.34,12.575,12.6575,NaN,NaN
1530762300,10786.05,10786.05,10726.25,10749.75,12.6575,12.9525,11.225,12.575,NaN,NaN
1530848700,10744.15,10816.35,10735.05,10772.65,12.575,12.68,11.6675,12.4425,NaN,NaN
1531107900,10838.3,10860.35,10807.15,10852.9,12.4425,12.575,11.215,12.39,NaN,NaN
1531194300,10902.75,10956.9,10876.65,10947.25,12.39,12.52,11.0175,12.395,NaN,NaN
1531280700,10956.4,10976.65,10923,10948.3,12.395,12.86,10.015,12.775,NaN,NaN
1531367100,11006.95,11078.3,10999.65,11023.2,12.775,12.865,10.6525,12.505,NaN,NaN
1531453500,11056.9,11071.35,10999.75,11018.9,12.505,12.505,11.3175,12.3025,NaN,NaN
1531712700,11018.95,11019.5,10926.25,10936.85,12.3025,13.0475,11.1675,12.9475,NaN,NaN
1531799100,10939.65,11018.5,10925.6,11008.05,12.9475,12.9475,11.24,12.825,NaN,NaN
1531885500,11060.2,11076.2,10956.3,10980.45,12.825,13.9,10.645,13.6825,NaN,NaN
1531971900,10999.5,11006.5,10935.45,10957.1,13.6825,13.7975,10.99,13.5925,NaN,NaN
1532058300,10963.5,11030.25,10946.2,11010.2,13.5925,13.9025,11.3175,13.535,NaN,NaN
1532317500,11019.85,11093.4,11010.95,11084.75,13.535,13.62,12.0675,13.005,NaN,NaN
1532403900,11109,11143.4,11092.5,11134.3,13.005,13.08,12.1475,12.4675,NaN,NaN
1532490300,11148.4,11157.15,11113.25,11132,12.4675,13.255,11.215,12.2075,NaN,NaN
1532576700,11132.95,11185.85,11125.7,11167.3,12.2075,13.0475,11.6075,12.0275,NaN,NaN
1532663100,11232.75,11283.4,11210.25,11278.35,12.0275,12.5,11.2475,12.31,NaN,NaN
1532922300,11296.65,11328.1,11261.45,11319.55,12.31,13.0575,12.3075,12.585,NaN,NaN
1533008700,11311.05,11366,11267.75,11356.5,12.585,12.795,12.2875,12.48,NaN,NaN
1533095100,11359.8,11390.55,11313.55,11346.2,12.48,12.765,11.9975,12.53,NaN,NaN
1533181500,11328.9,11328.9,11234.95,11244.7,12.53,12.8,10.8875,12.555,NaN,NaN
1533267900,11297.8,11368,11294.55,11360.8,12.555,12.555,10.9075,12.0775,NaN,NaN
1533527100,11401.5,11427.65,11370.6,11387.1,12.0775,12.735,11.85,12.5625,NaN,NaN
1533613500,11423.15,11428.95,11359.7,11389.45,12.5625,12.82,10.5825,12.5775,NaN,NaN
1533699900,11412.5,11459.95,11379.3,11450,12.5775,12.7825,10.48,12.54,NaN,NaN
1533786300,11493.25,11495.2,11454.1,11470.7,12.54,12.76,10.8775,12.6775,NaN,NaN
1533872700,11474.95,11478.75,11419.65,11429.5,12.6775,12.985,10.0575,12.85,NaN,NaN
1534131900,11369.6,11406.3,11340.3,11355.75,12.85,13.5,11.29,13.4,NaN,NaN
1534218300,11381.7,11452.45,11370.8,11435.1,13.4,13.42,10.755,13.2825,NaN,NaN
1534391100,11397.15,11449.85,11366.25,11385.05,13.2825,13.865,11.465,13.645,NaN,NaN
1534477500,11437.15,11486.45,11431.8,11470.75,13.645,13.645,10.3025,13.16,NaN,NaN
1534736700,11502.1,11565.3,11499.65,11551.75,13.16,13.55,11.345,13.0325,NaN,NaN
1534823100,11576.2,11581.75,11539.6,11570.9,13.0325,13.635,9.9274998,12.9025,NaN,NaN
1534995900,11620.7,11620.7,11546.7,11582.75,12.9025,13.1175,9.5299997,12.7575,NaN,NaN
1535082300,11566.6,11604.6,11532,11557.1,12.7575,12.8375,9.4300003,12.4075,NaN,NaN
1535341500,11605.85,11700.95,11595.6,11691.95,12.4075,12.5325,9.5150003,12.2375,NaN,NaN
1535427900,11731.95,11760.2,11710.5,11738.5,12.2375,12.6,10.3775,12.425,NaN,NaN
1535514300,11744.95,11753.2,11678.85,11691.9,12.425,12.6725,10.725,12.435,NaN,NaN
1535600700,11694.75,11698.8,11639.7,11676.8,12.435,12.625,10.6225,12.4125,NaN,NaN
1535687100,11675.85,11727.65,11640.1,11680.5,12.4125,12.7975,11.6,12.5975,NaN,NaN
1535946300,11751.8,11751.8,11567.4,11582.35,12.5975,13.7175,11.17,13.3925,NaN,NaN
1536032700,11598.75,11602.55,11496.85,11520.3,13.3925,13.88,12.1975,13.7825,NaN,NaN
1536119100,11514.85,11542.65,11393.85,11476.95,13.7825,14.1525,11.9525,13.65,NaN,NaN
1536205500,11514.15,11562.25,11436.05,11536.9,13.65,14.2,12.06,13.7225,NaN,NaN
1536291900,11558.25,11603,11484.4,11589.1,13.7225,14.1425,11.085,13.89,NaN,NaN
1536551100,11570.25,11573,11427.3,11438.1,13.89,15.315,12.61,15.2025,NaN,NaN
1536637500,11476.85,11479.4,11274,11287.5,15.2025,15.4475,13.4425,15.33,NaN,NaN
1536723900,11340.1,11380.75,11250.2,11369.9,15.33,15.33,12.98,14.25,NaN,NaN
1536896700,11443.5,11523.25,11430.55,11515.2,14.25,14.25,12.3225,13.8425,NaN,NaN
1537155900,11464.95,11464.95,11366.9,11377.75,13.8425,14.635,11.73,14.495,NaN,NaN
1537242300,11381.55,11411.45,11268.95,11278.9,14.495,14.62,11.8725,14.415,NaN,NaN
1537328700,11326.65,11332.05,11210.9,11234.35,14.415,14.4775,11.745,14.005,NaN,NaN
1537501500,11271.3,11346.8,10866.45,11143.1,14.005,16.92,10.9825,15.535,NaN,NaN
1537760700,11164.4,11170.15,10943.6,10967.4,15.535,17.855,13.8025,17.4275,NaN,NaN
1537847100,10969.95,11080.6,10882.85,11067.45,17.4275,18.309999,16.217501,16.682501,NaN,NaN
1537933500,11145.55,11145.55,10993.05,11053.8,16.682501,17.575001,15.1,17.0875,NaN,NaN
1538019900,11079.8,11089.45,10953.35,10977.55,17.0875,17.370001,15.6025,16.922501,NaN,NaN
1538106300,11008.1,11034.1,10850.3,10930.45,16.922501,17.692499,15.925,16.995001,NaN,NaN
1538365500,10930.9,11035.65,10821.55,11008.3,16.995001,18.862499,16.27,16.834999,NaN,NaN
1538538300,10982.7,10989.05,10843.75,10858.25,16.834999,18.647499,15.575,18.1175,NaN,NaN
1538624700,10754.7,10754.7,10547.25,10599.25,18.1175,19.684999,17.485001,18.915001,NaN,NaN
1538711100,10514.1,10540.65,10261.9,10316.45,18.915001,20.4825,18.452499,19.7325,NaN,NaN
1538970300,10310.15,10398.35,10198.4,10348.05,19.7325,21.764999,18.477501,20.147499,NaN,NaN
1539056700,10390.3,10397.6,10279.35,10301.05,20.147499,20.3575,17.469999,19.754999,NaN,NaN
1539143100,10331.85,10482.35,10318.25,10460.1,19.754999,19.754999,17.725,17.907499,NaN,NaN
1539229500,10169.8,10335.95,10138.6,10234.65,17.907499,20.844999,17.627501,20.547501,NaN,NaN
1539315900,10331.55,10492.45,10322.15,10472.5,20.547501,20.547501,16.672501,18.627501,NaN,NaN
1539575100,10524.2,10526.3,10410.15,10512.5,18.627501,19.8225,15.9825,18.885,NaN,NaN
1539661500,10550.15,10604.9,10525.3,10584.75,18.885,18.885,14.28,17.372499,NaN,NaN
1539747900,10688.7,10710.15,10436.45,10453.05,17.372499,18.202499,14.8425,17.98,NaN,NaN
1539920700,10339.7,10380.1,10249.6,10303.55,17.98,20.0525,17.4475,19.7875,NaN,NaN
1540179900,10405.85,10408.55,10224,10245.25,19.7875,21.672501,17.08,21.3575,NaN,NaN
1540266300,10152.6,10222.1,10102.35,10146.8,21.3575,22.3475,18.762501,19.0375,NaN,NaN
1540352700,10278.15,10290.65,10126.7,10224.75,19.0375,19.809999,17.7125,18.879999,NaN,NaN
1540439100,10135.05,10166.6,10079.3,10124.9,18.879999,20.33,18.497499,18.9625,NaN,NaN
1540525500,10122.35,10128.85,10004.55,10030,18.9625,21.040001,18.66,19.2325,NaN,NaN
1540784700,10078.1,10275.3,10020.35,10250.85,19.2325,20.8125,19.2325,19.825001,NaN,NaN
1540871100,10239.4,10285.1,10175.35,10198.4,19.825001,20.772499,19.549999,20.502501,NaN,NaN
1540957500,10209.55,10396,10105.1,10386.6,20.502501,22.815001,19.575001,19.797501,NaN,NaN
1541043900,10441.7,10441.9,10341.9,10380.45,19.797501,20.129999,18.897499,19.192499,NaN,NaN
1541130300,10462.3,10606.95,10457.7,10553,19.192499,19.192499,17.485001,18.23,NaN,NaN
1541389500,10558.75,10558.8,10477,10524,18.23,19.8225,17.735001,19.4825,NaN,NaN
1541475900,10552,10600.25,10491.45,10530,19.4825,19.4825,16.18,18.504999,NaN,NaN
1541562300,10614.45,10616.45,10582.3,10598.4,18.504999,18.504999,16.809999,17.877501,NaN,NaN
1541735100,10614.7,10619.55,10544.85,10585.2,17.877501,18.754999,16.754999,17.764999,NaN,NaN
1541994300,10607.8,10645.5,10464.05,10482.2,17.764999,19.4625,16.475,19.3675,NaN,NaN
1542080700,10451.9,10596.25,10440.55,10582.5,19.3675,19.684999,17.122499,18.695,NaN,NaN
1542167100,10634.9,10651.6,10532.7,10576.3,18.695,19.5075,14.77,18.825001,NaN,NaN
1542253500,10580.6,10646.5,10557.5,10616.7,18.825001,18.915001,15.4975,18.455,NaN,NaN
1542339900,10644,10695.15,10631.15,10682.2,18.455,18.8675,16.897499,18.35,NaN,NaN
1542599100,10731.25,10774.7,10688.8,10763.4,18.35,19.65,13.515,19.254999,NaN,NaN
1542685500,10740.1,10740.85,10640.85,10656.2,19.254999,19.647499,18.252501,19.254999,NaN,NaN
1542771900,10670.95,10671.3,10562.35,10600.05,19.327499,20.0975,15.54,19.555,NaN,NaN
1542858300,10612.65,10646.25,10512,10526.75,19.555,20.002501,17.0875,19.16,NaN,NaN
1543203900,10568.3,10637.8,10489.75,10628.6,19.16,20.5275,15.0175,20.4025,NaN,NaN
1543290300,10621.45,10695.15,10596.35,10685.6,20.4025,20.4025,16.605,18.315001,NaN,NaN
1543376700,10708.75,10757.8,10699.85,10728.85,18.315001,19.355,16.672501,17.959999,NaN,NaN
1543463100,10808.7,10883.05,10782.35,10858.7,17.959999,18.85,14.93,18.6975,NaN,NaN
1543549500,10892.1,10922.45,10835.1,10876.75,18.6975,19.915001,16.809999,19.1625,NaN,NaN
1543808700,10930.7,10941.2,10845.35,10883.75,19.1625,19.605,16.309999,18.2225,NaN,NaN
1543895100,10877.1,10890.95,10833.35,10869.5,18.2225,19.620001,16.905001,18.1075,NaN,NaN
1543981500,10820.45,10821.05,10747.95,10782.9,18.1075,18.827499,16.620001,18.389999,NaN,NaN
